,ident,it,t,a(i),emegas(i),emepla(i)/emet,rplanet(i)/radtie,emestar,rc,qest,sigmag_0,emed,gama,apert,fpert,constmigI,emetal,taugas
6645,538,199793,20000001.0,15.265891408322089,0.0,0.3669266636277543,   1.1029170225318141      ,1.553534984588623e+33,33.29006576538085,6.201252937316895,88.0820459340308,0.069,1.0,0.10000000149011612,1.0,0.1,0.11861469596624374,9787411.0
6646,538,199793,20000001.0,16.264634391800467,0.0,0.10275922699518708,  0.72164295809849932      ,1.553534984588623e+33,33.29006576538085,6.201252937316895,88.0820459340308,0.069,1.0,0.10000000149011612,1.0,0.1,0.11861469596624374,9787411.0
6647,538,199793,20000001.0,17.346130809979574,0.0,0.09040278738559107,  0.69155596233592487      ,1.553534984588623e+33,33.29006576538085,6.201252937316895,88.0820459340308,0.069,1.0,0.10000000149011612,1.0,0.1,0.11861469596624374,9787411.0
6648,538,199793,20000001.0,17.9922575915607,0.0,0.06803124852599572,  0.62905351680086419      ,1.553534984588623e+33,33.29006576538085,6.201252937316895,88.0820459340308,0.069,1.0,0.10000000149011612,1.0,0.1,0.11861469596624374,9787411.0
6658,540,199762,20000001.0,0.04715542783784522,0.5560188888285933,4.2871873475233615,   2.3792479648031337      ,1.6436482667922974e+33,50.23720169067383,2.894402980804444,95.29402037443232,0.17,1.0,0.10000000149011612,1.0,0.1,-0.19934843480587008,4248087.0
6659,540,199762,20000001.0,3.287298438392121,0.0,3.6772234349615185,   2.3723456432650498      ,1.6436482667922974e+33,50.23720169067383,2.894402980804444,95.29402037443232,0.17,1.0,0.10000000149011612,1.0,0.1,-0.19934843480587008,4248087.0
6660,540,199762,20000001.0,4.803347469544689,0.0,3.33006372013926,   2.2959448526275641      ,1.6436482667922974e+33,50.23720169067383,2.894402980804444,95.29402037443232,0.17,1.0,0.10000000149011612,1.0,0.1,-0.19934843480587008,4248087.0
6661,540,199762,20000001.0,6.955696414549926,0.0,2.3587284418405026,   2.0471838129056841      ,1.6436482667922974e+33,50.23720169067383,2.894402980804444,95.29402037443232,0.17,1.0,0.10000000149011612,1.0,0.1,-0.19934843480587008,4248087.0
6662,540,199762,20000001.0,8.767687795915906,0.0,1.4095537683504455,   1.7251214494317011      ,1.6436482667922974e+33,50.23720169067383,2.894402980804444,95.29402037443232,0.17,1.0,0.10000000149011612,1.0,0.1,-0.19934843480587008,4248087.0
6663,540,199762,20000001.0,9.843067493606995,0.0,1.088580267666884,   1.5833575247557909      ,1.6436482667922974e+33,50.23720169067383,2.894402980804444,95.29402037443232,0.17,1.0,0.10000000149011612,1.0,0.1,-0.19934843480587008,4248087.0
6664,540,199762,20000001.0,11.36612508509658,0.0,0.8155724923765066,   1.4382320618591249      ,1.6436482667922974e+33,50.23720169067383,2.894402980804444,95.29402037443232,0.17,1.0,0.10000000149011612,1.0,0.1,-0.19934843480587008,4248087.0
6665,540,199762,20000001.0,12.199142577984887,0.0,0.4389436843920352,   1.1702050117633129      ,1.6436482667922974e+33,50.23720169067383,2.894402980804444,95.29402037443232,0.17,1.0,0.10000000149011612,1.0,0.1,-0.19934843480587008,4248087.0
